File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF002DXV	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				58 day	1	1	36		paired-ended	2	ENCFF002DXU		1036323064	John Stamatoyannopoulos, UW	f0ceeef7668a1432e522ad309686ddf8	https://www.encodeproject.org/files/ENCFF002DXV/@@download/ENCFF002DXV.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DXW	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				58 day	1	1	36		paired-ended	2	ENCFF002DXT		8367068026	John Stamatoyannopoulos, UW	6044ba84798c8e7961192b47a7ce5f93	https://www.encodeproject.org/files/ENCFF002DXW/@@download/ENCFF002DXW.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DWK	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				56 day	2	2	36		paired-ended	2	ENCFF002DWI		4120703134	John Stamatoyannopoulos, UW	716cfc1901f98604ee159a0ec79ddfa5	https://www.encodeproject.org/files/ENCFF002DWK/@@download/ENCFF002DWK.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DWF	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				56 day	2	2	36		paired-ended	1	ENCFF002DWG		1669569385	John Stamatoyannopoulos, UW	d2cd173792e812db22b014ba49029fad	https://www.encodeproject.org/files/ENCFF002DWF/@@download/ENCFF002DWF.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DWI	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				56 day	2	2	36		paired-ended	1	ENCFF002DWK		3964850785	John Stamatoyannopoulos, UW	d341e2e9115af5ca7ed36e8147e60172	https://www.encodeproject.org/files/ENCFF002DWI/@@download/ENCFF002DWI.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DWH	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				56 day	2	1	36		single-ended				1765930060	John Stamatoyannopoulos, UW	a1c1431d76ce6708a41105886541d91e	https://www.encodeproject.org/files/ENCFF002DWH/@@download/ENCFF002DWH.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DWG	fastq	reads	ENCSR595CSH	DNase-seq	UBERON:0000955	brain	tissue	fetal	male, unknown	Homo sapiens							DNA					2015-08-31	ENCODE				56 day	2	2	36		paired-ended	2	ENCFF002DWF		1614661133	John Stamatoyannopoulos, UW	1e86dea55f3d372219b0751478637643	https://www.encodeproject.org/files/ENCFF002DWG/@@download/ENCFF002DWG.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF002DXO	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				80 day	1	2	36		paired-ended	2	ENCFF002DXL		1319790970	John Stamatoyannopoulos, UW	6b3e0a67565a8311f3b6e66b74b37926	https://www.encodeproject.org/files/ENCFF002DXO/@@download/ENCFF002DXO.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DXI	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				80 day	1	1	36		single-ended				306763309	John Stamatoyannopoulos, UW	bbcc15db0d2ead0c1999c74f75048937	https://www.encodeproject.org/files/ENCFF002DXI/@@download/ENCFF002DXI.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DXL	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				80 day	1	2	36		paired-ended	1	ENCFF002DXO		1280075939	John Stamatoyannopoulos, UW	b01cd3356abdf8bfbceaf67c31c6eff6	https://www.encodeproject.org/files/ENCFF002DXL/@@download/ENCFF002DXL.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DXM	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				80 day	1	2	36		paired-ended	2	ENCFF002DXN		68874858	John Stamatoyannopoulos, UW	45f2b8d05d7ed2f58f3c43243554043b	https://www.encodeproject.org/files/ENCFF002DXM/@@download/ENCFF002DXM.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DXN	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				80 day	1	2	36		paired-ended	1	ENCFF002DXM		72678262	John Stamatoyannopoulos, UW	894cd02aeca5bb9c8be40f665413e8ab	https://www.encodeproject.org/files/ENCFF002DXN/@@download/ENCFF002DXN.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DWB	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				76 day	2	1	36		paired-ended	2	ENCFF002DWA		846043177	John Stamatoyannopoulos, UW	57d1e1a9adb1aacdd2ece8ad7ddccf0b	https://www.encodeproject.org/files/ENCFF002DWB/@@download/ENCFF002DWB.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DWE	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				76 day	2	1	36		paired-ended	2	ENCFF002DWC		798988784	John Stamatoyannopoulos, UW	badb4b63f1bd333ba2a15b55ae4c6218	https://www.encodeproject.org/files/ENCFF002DWE/@@download/ENCFF002DWE.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DWA	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				76 day	2	1	36		paired-ended	1	ENCFF002DWB		815802755	John Stamatoyannopoulos, UW	510c5d77c3fd8654244d250d953c64dd	https://www.encodeproject.org/files/ENCFF002DWA/@@download/ENCFF002DWA.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DWC	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				76 day	2	1	36		paired-ended	1	ENCFF002DWE		787447937	John Stamatoyannopoulos, UW	32e852a7cc34a6d2db0f2106d7b31533	https://www.encodeproject.org/files/ENCFF002DWC/@@download/ENCFF002DWC.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DWD	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				76 day	2	1	36		paired-ended	2	ENCFF002DVZ		9632081877	John Stamatoyannopoulos, UW	beaedef2d8732b98b1ea003fd9350c5a	https://www.encodeproject.org/files/ENCFF002DWD/@@download/ENCFF002DWD.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF002DVZ	fastq	reads	ENCSR582IPV	DNase-seq	UBERON:0002048	lung	tissue	fetal	male, unknown	Homo sapiens							DNA					2016-09-22	ENCODE				76 day	2	1	36		paired-ended	1	ENCFF002DWD		9427965127	John Stamatoyannopoulos, UW	edc26009dd406d07bf964284ddcc6eff	https://www.encodeproject.org/files/ENCFF002DVZ/@@download/ENCFF002DVZ.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates, out of date analysis		
ENCFF001CTC	fastq	reads	ENCSR000EMN	DNase-seq	EFO:0003037	CMK	immortalized cell line	unknown	male	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document		10 month	1	1	36		single-ended				1779295838	John Stamatoyannopoulos, UW	7402635cad2ae245d8ea35a052353a3a	https://www.encodeproject.org/files/ENCFF001CTC/@@download/ENCFF001CTC.fastq.gz				released				
ENCFF991JKH	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	1	1	36		paired-ended	1	ENCFF219GST		894734438	John Stamatoyannopoulos, UW	25c83dabe0db30a89cd98b30a81c561e	https://www.encodeproject.org/files/ENCFF991JKH/@@download/ENCFF991JKH.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF492MNF	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	1	1	36		paired-ended	1	ENCFF108DTI		6412624020	John Stamatoyannopoulos, UW	b3f59206593937cd60e422a46bdac9c0	https://www.encodeproject.org/files/ENCFF492MNF/@@download/ENCFF492MNF.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF468QWY	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	2	ENCFF684QCH		4710551926	John Stamatoyannopoulos, UW	043d4d274ff76f2adf4a3e5c46b4e39c	https://www.encodeproject.org/files/ENCFF468QWY/@@download/ENCFF468QWY.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF903ZJS	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	1	36		single-ended				1914811909	John Stamatoyannopoulos, UW	b402024027d42e195c8c1af4996bfa0f	https://www.encodeproject.org/files/ENCFF903ZJS/@@download/ENCFF903ZJS.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF219GST	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	1	1	36		paired-ended	2	ENCFF991JKH		920002731	John Stamatoyannopoulos, UW	f37664d92e63269f3daabf77702652f7	https://www.encodeproject.org/files/ENCFF219GST/@@download/ENCFF219GST.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF958SYY	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	2	ENCFF711MPH		415347375	John Stamatoyannopoulos, UW	29ef85cc46274c11323d02607abd4438	https://www.encodeproject.org/files/ENCFF958SYY/@@download/ENCFF958SYY.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF289DMV	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	2	ENCFF581DBL		984711504	John Stamatoyannopoulos, UW	1bc71bd497732e4910a398bc1df8c765	https://www.encodeproject.org/files/ENCFF289DMV/@@download/ENCFF289DMV.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF108DTI	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	1	1	36		paired-ended	2	ENCFF492MNF		6695191113	John Stamatoyannopoulos, UW	cfea1ffeacde9e07a964936eeb3f5ec8	https://www.encodeproject.org/files/ENCFF108DTI/@@download/ENCFF108DTI.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF902JOP	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	2	ENCFF359NYK		3297604177	John Stamatoyannopoulos, UW	74f28218b2c048bfdeb53810035f739e	https://www.encodeproject.org/files/ENCFF902JOP/@@download/ENCFF902JOP.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF958TVD	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	1	1	36		paired-ended	1	ENCFF679ICC		2726936632	John Stamatoyannopoulos, UW	9098ab5330df7b3ec5f564f039af197b	https://www.encodeproject.org/files/ENCFF958TVD/@@download/ENCFF958TVD.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF359NYK	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	1	ENCFF902JOP		3283200267	John Stamatoyannopoulos, UW	a526e066e922d87610e94780d94252a0	https://www.encodeproject.org/files/ENCFF359NYK/@@download/ENCFF359NYK.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF581DBL	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	1	ENCFF289DMV		939740795	John Stamatoyannopoulos, UW	34c3a195d7595f33f3edb1e92f991ba1	https://www.encodeproject.org/files/ENCFF581DBL/@@download/ENCFF581DBL.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF684QCH	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	1	ENCFF468QWY		4610140283	John Stamatoyannopoulos, UW	cdd06bddc3b1435a4fe5e4cdd8b3cf5d	https://www.encodeproject.org/files/ENCFF684QCH/@@download/ENCFF684QCH.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF368STO	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	1	36		single-ended				97478367	John Stamatoyannopoulos, UW	f4100a564581ea1a3627cac262a027c6	https://www.encodeproject.org/files/ENCFF368STO/@@download/ENCFF368STO.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF711MPH	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	2	2	36		paired-ended	1	ENCFF958SYY		410826984	John Stamatoyannopoulos, UW	b711a75687dd9ad85068d81a02ef5c6e	https://www.encodeproject.org/files/ENCFF711MPH/@@download/ENCFF711MPH.fastq.gz		HiSeq 2000		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF679ICC	fastq	reads	ENCSR257BGZ	DNase-seq	EFO:0002108	ACHN	immortalized cell line	adult	male	Homo sapiens							DNA					2015-08-31	ENCODE				22 year	1	1	36		paired-ended	2	ENCFF958TVD		2794211742	John Stamatoyannopoulos, UW	f9246591eaf57bc1980ff97b0b7be046	https://www.encodeproject.org/files/ENCFF679ICC/@@download/ENCFF679ICC.fastq.gz		HiSeq 2500		released	mixed run types	sequencing runs labeled as technical replicates		
ENCFF295MGK	fastq	reads	ENCSR636VCX	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	2	ENCFF535NQT		2162733503	John Stamatoyannopoulos, UW	6a5e911d092d2b552ee66ee728deef92	https://www.encodeproject.org/files/ENCFF295MGK/@@download/ENCFF295MGK.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF642URS	fastq	reads	ENCSR636VCX	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	1	ENCFF588RDE		319728393	John Stamatoyannopoulos, UW	24db19857afe9cb0536a55f0f158346e	https://www.encodeproject.org/files/ENCFF642URS/@@download/ENCFF642URS.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF535NQT	fastq	reads	ENCSR636VCX	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	1	ENCFF295MGK		2046788789	John Stamatoyannopoulos, UW	daf01bd3ca136cf8b859d75e440653cf	https://www.encodeproject.org/files/ENCFF535NQT/@@download/ENCFF535NQT.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF588RDE	fastq	reads	ENCSR636VCX	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	2	ENCFF642URS		336688141	John Stamatoyannopoulos, UW	06d6c48d359eafb7c7508227b1b35fe7	https://www.encodeproject.org/files/ENCFF588RDE/@@download/ENCFF588RDE.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF949ZHE	fastq	reads	ENCSR804RSI	DNase-seq	UBERON:0000948	heart	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	2	ENCFF053UHU		6442513358	John Stamatoyannopoulos, UW	fb734fe0b6bb37a5750c553900138f32	https://www.encodeproject.org/files/ENCFF949ZHE/@@download/ENCFF949ZHE.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF078EBM	fastq	reads	ENCSR804RSI	DNase-seq	UBERON:0000948	heart	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	1	ENCFF039IGI		481794469	John Stamatoyannopoulos, UW	137d50b8f8d2771c5e35e60267af53a7	https://www.encodeproject.org/files/ENCFF078EBM/@@download/ENCFF078EBM.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF053UHU	fastq	reads	ENCSR804RSI	DNase-seq	UBERON:0000948	heart	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	1	ENCFF949ZHE		6174261264	John Stamatoyannopoulos, UW	e4c478aa8950cb3c51089f3ad8012ac6	https://www.encodeproject.org/files/ENCFF053UHU/@@download/ENCFF053UHU.fastq.gz		HiSeq 2500		released			unreplicated experiment	
ENCFF039IGI	fastq	reads	ENCSR804RSI	DNase-seq	UBERON:0000948	heart	tissue	fetal	unknown	Homo sapiens							DNA					2016-05-09	ENCODE				80 day	1	1	36		paired-ended	2	ENCFF078EBM		499266232	John Stamatoyannopoulos, UW	8636762dd15d9960ef3539c118f5db68	https://www.encodeproject.org/files/ENCFF039IGI/@@download/ENCFF039IGI.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF629RQV	fastq	reads	ENCSR782SSS	DNase-seq	UBERON:0000945	stomach	tissue	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				34 year	1	2	36		single-ended				1380532954	Zhiping Weng, UMass	a0819103e7ee1e5697d71c71f9b6bddc	https://www.encodeproject.org/files/ENCFF629RQV/@@download/ENCFF629RQV.fastq.gz				released				
ENCFF726SST	fastq	reads	ENCSR782SSS	DNase-seq	UBERON:0000945	stomach	tissue	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				34 year	1	2	36		single-ended				840534686	Zhiping Weng, UMass	1d9f25d9569107a7d8c125770e0ea530	https://www.encodeproject.org/files/ENCFF726SST/@@download/ENCFF726SST.fastq.gz				released				
ENCFF865FAQ	fastq	reads	ENCSR986YWZ	DNase-seq	UBERON:0006088	inferior parietal cortex	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				84 year	1	1	36		paired-ended	1	ENCFF473ZSD		352437230	John Stamatoyannopoulos, UW	1ea393d350f06234b57608d545fbd1ae	https://www.encodeproject.org/files/ENCFF865FAQ/@@download/ENCFF865FAQ.fastq.gz		HiSeq 2500		released	inconsistent platforms		unreplicated experiment	
ENCFF542KZY	fastq	reads	ENCSR986YWZ	DNase-seq	UBERON:0006088	inferior parietal cortex	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				84 year	1	1	36		paired-ended	2	ENCFF181WQI		6350548532	John Stamatoyannopoulos, UW	43a02c43d90d5ce260c49853012dfda1	https://www.encodeproject.org/files/ENCFF542KZY/@@download/ENCFF542KZY.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms		unreplicated experiment	
ENCFF181WQI	fastq	reads	ENCSR986YWZ	DNase-seq	UBERON:0006088	inferior parietal cortex	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				84 year	1	1	36		paired-ended	1	ENCFF542KZY		6011423934	John Stamatoyannopoulos, UW	f11c9c82a809bdad7cfae35f35652d9b	https://www.encodeproject.org/files/ENCFF181WQI/@@download/ENCFF181WQI.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms		unreplicated experiment	
ENCFF473ZSD	fastq	reads	ENCSR986YWZ	DNase-seq	UBERON:0006088	inferior parietal cortex	tissue	adult	male	Homo sapiens							DNA					2016-05-09	ENCODE				84 year	1	1	36		paired-ended	2	ENCFF865FAQ		369107412	John Stamatoyannopoulos, UW	ae2a0b52e3ffdc113b74ab9dd4420309	https://www.encodeproject.org/files/ENCFF473ZSD/@@download/ENCFF473ZSD.fastq.gz		HiSeq 2500		released	inconsistent platforms		unreplicated experiment	
ENCFF559KID	fastq	reads	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				37 year	1	2	36		single-ended				251569572	Zhiping Weng, UMass	0739f9f79bd7d78eefbe25ebe1c7628c	https://www.encodeproject.org/files/ENCFF559KID/@@download/ENCFF559KID.fastq.gz				released				
ENCFF466QDD	fastq	reads	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				37 year	1	2	36		single-ended				626613105	Zhiping Weng, UMass	38d7174d11de2ab01ae7e94c89bbdb13	https://www.encodeproject.org/files/ENCFF466QDD/@@download/ENCFF466QDD.fastq.gz				released				
ENCFF001DBQ	fastq	reads	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			1	1	36		single-ended				1821554678	John Stamatoyannopoulos, UW	efcd2f8e447a1ec87108438b409fa8ea	https://www.encodeproject.org/files/ENCFF001DBQ/@@download/ENCFF001DBQ.fastq.gz		Illumina Genome Analyzer IIx		released				
ENCFF001DBS	fastq	reads	ENCSR000ENK	DNase-seq	CL:0002550	fibroblast of the conjunctiva	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-16	ENCODE		see document			2	1	36		single-ended				2295748936	John Stamatoyannopoulos, UW	c1ffe191e71f6d68970bd6ebf38ad6d7	https://www.encodeproject.org/files/ENCFF001DBS/@@download/ENCFF001DBS.fastq.gz		Illumina Genome Analyzer IIx		released				
ENCFF001DYT	fastq	reads	ENCSR000EPJ	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		69 year	1	1	36		single-ended				1629936786	John Stamatoyannopoulos, UW	fcf311442dab599a903573d9621e0b51	https://www.encodeproject.org/files/ENCFF001DYT/@@download/ENCFF001DYT.fastq.gz				released				
ENCFF001DZK	fastq	reads	ENCSR000EPJ	DNase-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							DNA		see document	see document		2011-05-04	ENCODE		see document		69 year	2	1	36		single-ended				3221304733	John Stamatoyannopoulos, UW	a1015c307773d31f22f14a5a05bb080f	https://www.encodeproject.org/files/ENCFF001DZK/@@download/ENCFF001DZK.fastq.gz				released				
ENCFF001EHW	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		single-ended				429726174	John Stamatoyannopoulos, UW	9e357cd0f662db1094b7750cb3e3180a	https://www.encodeproject.org/files/ENCFF001EHW/@@download/ENCFF001EHW.fastq.gz				released	mixed run types			
ENCFF001EHX	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		single-ended				697713218	John Stamatoyannopoulos, UW	8f1e48bc02a2f21cb345a00bf8d595dc	https://www.encodeproject.org/files/ENCFF001EHX/@@download/ENCFF001EHX.fastq.gz		HiSeq 2000		released	mixed run types			
ENCFF001CGY	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			33691346	John Stamatoyannopoulos, UW	e7062f1627523a520b6c5b3585441a74	https://www.encodeproject.org/files/ENCFF001CGY/@@download/ENCFF001CGY.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGU	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			550911976	John Stamatoyannopoulos, UW	412ce73dea636a1505f9a148925a6a3c	https://www.encodeproject.org/files/ENCFF001CGU/@@download/ENCFF001CGU.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
ENCFF001CGQ	fastq	reads	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2012-07-23	ENCODE		see document			1	1	36		paired-ended	1			555942377	John Stamatoyannopoulos, UW	300112ecb8560b0f6a705445a6893277	https://www.encodeproject.org/files/ENCFF001CGQ/@@download/ENCFF001CGQ.fastq.gz		HiSeq 2000		released	mixed run types			missing paired_with
